"issue_id","repo_name","issue_title","issue_body","labels","language","difficulty","topics","is_open","created_at","comments_count"
"26","cli-task-runner","Fix command not found error","Some commands are not registered properly. Update command registration logic. This resolves missing commands.","bug","Python","beginner","cli","True","2024-03-18","2"
"27","flask-blog-starter","Add favicon to project","The app does not include a favicon. Add a default favicon. This improves appearance.","good first issue","Python","beginner","web","True","2024-02-09","0"
"28","pandas-utils","Handle empty dataframe case","The function fails on empty dataframe. Add condition to handle this case. This avoids crashes.","bug","Python","beginner","database","True","2024-05-25","1"
"29","api-helper","Add retry logic for failed requests","The API calls fail without retry. Implement simple retry mechanism. This improves reliability.","help wanted","Python","beginner","api","True","2024-06-12","5"
"30","ml-basics","Fix incorrect label encoding","Labels are encoded incorrectly in training. Update encoding logic. This improves model accuracy.","bug","Python","beginner","ml","True","2024-01-30","3"
"31","testing-tools","Add coverage report configuration","Test coverage is not measured. Add configuration for coverage tool. This improves testing insights.","documentation","Python","beginner","testing","True","2024-03-27","2"
"32","automation-scripts","Fix file permission issue","Script fails due to permission errors. Update file handling logic. This ensures proper execution.","bug","Python","beginner","automation","True","2024-02-21","1"
"33","db-manager","Add connection timeout setting","Database connection hangs indefinitely. Add timeout setting. This improves stability.","easy","Python","beginner","database","True","2024-04-05","0"
"34","cli-task-runner","Improve error message clarity","Error messages are vague. Update them to be more descriptive. This helps debugging.","help wanted","Python","beginner","cli","True","2024-05-03","4"
"35","flask-blog-starter","Fix template rendering issue","Template fails to render correctly. Debug variable passing. This resolves display issue.","bug","Python","beginner","web","False","2024-01-14","2"
"36","pandas-utils","Add support for Excel files","Currently only CSV is supported. Add Excel file support. This increases usability.","help wanted","Python","beginner","database","False","2024-02-17","3"
"37","api-helper","Fix header authentication bug","Headers are not sent correctly. Fix authentication header logic. This allows API access.","bug","Python","beginner","api","False","2024-03-09","1"
"38","ml-basics","Add example dataset link","No dataset link is provided. Add link in README. This helps users start quickly.","documentation","Python","beginner","ml","False","2024-04-01","0"
"39","testing-tools","Fix import error in tests","Tests fail due to incorrect import path. Update import statements. This ensures tests run.","bug","Python","beginner","testing","False","2024-05-06","2"
"40","automation-scripts","Improve script documentation","Script lacks clear instructions. Add usage guide. This helps new users.","documentation","Python","beginner","automation","False","2024-06-01","1"
"41","db-manager","Fix duplicate entry issue","Duplicate records are inserted. Add unique constraint. This ensures data integrity.","bug","Python","beginner","database","False","2024-02-08","5"
"42","cli-task-runner","Add version flag","CLI lacks version flag. Add version command. This improves usability.","good first issue","Python","beginner","cli","False","2024-03-19","0"
"43","flask-blog-starter","Fix CSS not loading","Static files are not loading. Fix path configuration. This restores styling.","bug","Python","beginner","web","False","2024-04-14","3"
"44","pandas-utils","Add sorting feature","Utility lacks sorting option. Add parameter for sorting. This enhances functionality.","help wanted","Python","beginner","database","False","2024-05-20","2"
"45","api-helper","Fix status code handling","Incorrect status codes are ignored. Add proper checks. This improves error handling.","bug","Python","beginner","api","False","2024-01-25","1"
"46","react-todo-app","Fix typo in README installation steps","The current README says npm isntall instead of npm install. This might confuse new users trying to set up the project. Please update the documentation section.","documentation","JavaScript","beginner","frontend","True","2024-03-12","2"
"47","express-api-boilerplate","Add missing validation for user email","The registration endpoint does not check if the email string contains an @ symbol. We should add a simple regex check in the controller. This is a good entry-level task for backend practice.","bug","TypeScript","beginner","api","True","2024-05-20","4"
"48","ts-cli-tool","Update help command output","The CLI output for the --help flag is missing the new version command. We need to append the version flag description to the console log. It should be a single line change in commands.ts.","enhancement","TypeScript","beginner","cli","True","2024-01-15","1"
"49","js-weather-dashboard","Change unit toggle button color","The toggle button for Celsius and Fahrenheit is currently gray and hard to see. It should be changed to a primary blue color for better visibility. Please update the CSS file in the components folder.","ui","JavaScript","beginner","frontend","True","2024-08-05","0"
"50","node-auth-service","Refactor hardcoded port number","The server port is currently hardcoded as 3000 in index.js. We should update it to use process.env.PORT with a fallback value. This helps with deploying to platforms like Heroku.","enhancement","JavaScript","beginner","backend","False","2024-02-28","7"
"51","discord-bot-ts","Add welcome message for new members","The bot should send a simple greeting when someone joins the server. Use the guildMemberAdd event to trigger a message in the general channel. This is perfect for learning event listeners.","enhancement","TypeScript","beginner","api","True","2025-01-10","3"
"52","vue-shopping-cart","Fix broken image fallback","If a product image fails to load it shows a broken icon. We need to add an onError handler to the img tag to show a placeholder image instead. Look into the ProductCard.vue component.","bug","JavaScript","beginner","frontend;ui","True","2024-11-22","5"
"53","jest-test-suite","Add basic unit test for math utils","We are missing tests for the subtract and multiply functions in utils.js. Create a new test file and add simple assertions using Jest expect. This will help improve our code coverage.","testing","JavaScript","beginner","testing","True","2024-06-14","2"
"54","nextjs-blog-template","Fix broken link in footer","The Twitter icon in the footer points to a 404 page. Please update the href attribute in Footer.tsx to the correct project handle. It is a very quick fix.","bug","TypeScript","beginner","frontend","False","2024-04-03","1"
"55","react-native-login","Center login button on small screens","The login button is shifted to the left on smaller device screens. We need to adjust the flexbox alignment in the styles object to center it properly. Test it on an emulated mobile device.","ui","TypeScript","beginner","mobile;ui","True","2025-05-18","6"
"56","axios-wrapper-lib","Add error logging for 404 responses","When the API returns a 404 the console is currently silent. We should add a console.error statement inside the catch block to help developers debug. Only log the status code and message.","devtools","JavaScript","beginner","api","True","2024-09-09","4"
"57","portfolio-site","Add hover effect to project cards","The project cards look static when the mouse moves over them. Adding a simple CSS scale transition or shadow would make the UI feel more interactive. Edit the styles.css file.","ui","JavaScript","beginner","frontend;ui","True","2024-12-01","0"
"58","typescript-math-lib","Implement IsEven helper function","We need a simple utility function that returns true if a number is even. The function should take a number as input and return a boolean. Make sure to export it from the main index.ts file.","enhancement","TypeScript","beginner","web","True","2024-07-25","2"
"59","express-middleware-log","Include timestamp in log output","The current logger only prints the method and URL. It would be helpful to include the current date and time in ISO format for each request. Modify the logger middleware function.","enhancement","JavaScript","beginner","api","True","2025-02-14","5"
"60","react-modal-lib","Fix z-index of overlay","The modal overlay is currently appearing behind the navigation bar on some pages. Increasing the z-index in the CSS module should resolve this layout issue. Verify the fix on the demo page.","bug","TypeScript","beginner","frontend;ui","True","2024-10-30","3"
"61","recipe-finder-app","Filter out null ingredients","Some API responses return null for ingredient fields which causes the app to crash. Add a simple check to filter these out before mapping over the list. This is located in the RecipeDetail component.","bug","JavaScript","beginner","frontend","False","2024-03-21","8"
"62","cli-task-manager","Add confirmation prompt before delete","The app currently deletes tasks immediately without asking. We should add a simple y/n prompt using the readline module to prevent accidental deletions. Look at the delete command logic.","enhancement","JavaScript","beginner","cli","True","2024-05-12","4"
"63","ts-utils-pack","Update contributing guide","The CONTRIBUTING.md file is outdated and mentions an old build command. Please update it to reflect the move from npm to pnpm. This is important for new contributors.","documentation","TypeScript","beginner","devtools","True","2025-04-05","1"
"64","frontend-mentor-challenge","Fix mobile navigation toggle","The hamburger menu does not close when a link is clicked. We need to add an onClick handler to the menu links that sets the isOpen state to false. This affects the mobile view only.","bug","JavaScript","beginner","frontend;mobile","True","2024-06-28","9"
"65","node-cron-jobs","Fix typo in log message","The success message for the daily backup job says ""Back up completed"" instead of ""Backup completed"". Search for the string in the cron job controller. It is a one-word change.","bug","JavaScript","beginner","api","True","2024-01-22","0"
"66","react-context-demo","Add comments to Context provider","The state management logic in AppContext.js is a bit hard to follow for beginners. Please add inline comments explaining the useReducer setup and the provider value. This will help with onboarding.","documentation","JavaScript","beginner","frontend","True","2024-08-19","2"
"67","typescript-knex-api","Add limit to search results","The search endpoint currently returns all matching records which could be hundreds. We should add a default limit of 20 results per query. Update the query builder logic in the service layer.","enhancement","TypeScript","beginner","api","True","2024-12-15","6"
"68","electron-editor","Add keyboard shortcut for Save","Users have requested a Ctrl+S or Cmd+S shortcut to save files. We need to register this accelerator in the main process menu template. Check the electron documentation for accelerators.","enhancement","JavaScript","beginner","devtools","True","2025-03-10","12"
"69","styled-components-lib","Fix prop warning in console","We are getting a React warning about passing non-standard attributes to the DOM. Use the $ prefix for transient props in the StyledButton component. This is a common pattern in styled-components.","bug","TypeScript","beginner","frontend;ui","False","2024-02-11","4"
"70","graphql-server-ts","Define missing User type field","The User type in the schema is missing the 'bio' field which is already present in the database. Update the .graphql schema file to include this optional string field. Then regenerate the types.","enhancement","TypeScript","beginner","api","True","2024-09-30","3"
"71","js-game-engine","Increase player movement speed","The default movement speed feels a bit sluggish during testing. We should increase the SPEED constant from 5 to 8 in the Player.js file. This will make the gameplay feel more responsive.","enhancement","JavaScript","beginner","frontend","True","2024-07-04","1"
"72","react-hook-form-example","Add required validation to Name field","The name input in the contact form currently allows empty submissions. We need to add the required: true validation rule to the register function call. Also show a small red error message.","bug","JavaScript","beginner","frontend","True","2024-11-08","5"
"73","ts-node-docker","Add healthcheck to Dockerfile","We need a basic healthcheck instruction in our Dockerfile to monitor the container status. It can be a simple curl command to the /ping endpoint. This improves our deployment reliability.","enhancement","TypeScript","beginner","devtools","True","2025-05-02","2"
"74","simple-calc-js","Fix division by zero error","The calculator crashes when a user tries to divide by zero. We should add an if statement to check the divisor and display ""Error"" instead of Infinity. Update the calculate function.","bug","JavaScript","beginner","frontend","False","2024-04-18","10"
"75","pwa-starter-kit","Update manifest background color","The splash screen color in manifest.json does not match our new branding. Please change the background_color hex code to #3f51b5. This ensures a consistent look on mobile devices.","ui","JavaScript","beginner","mobile;ui","True","2024-10-12","0"
"76","typescript-express-starter","Rename variables for clarity","The variables 'a' and 'b' in the middleware are confusing. They should be renamed to 'requestStartTime' and 'requestEndTime' to be more descriptive. This is purely a code cleanup task.","enhancement","TypeScript","beginner","api","True","2024-01-30","3"
"77","unit-converter-ts","Add Miles to Kilometers conversion","We currently only support Celsius and Fahrenheit. Let's expand the utility to include distance conversion between miles and km. Add a new function in converter.ts with the correct formula.","enhancement","TypeScript","beginner","web","True","2024-06-05","4"
"78","react-table-component","Add padding to header cells","The table headers look cramped because the text is touching the borders. Adding 10px of horizontal padding to the th elements in the CSS file will fix this. It will improve overall readability.","ui","JavaScript","beginner","frontend;ui","True","2024-08-22","1"
"79","api-test-helper","Fix typo in error message","The helper throws an error saying ""Unauthorizied"" when a token is missing. It should be spelled ""Unauthorized"". Look for this string in the auth-helper.js file.","bug","JavaScript","beginner","testing","True","2024-02-05","2"
"80","node-socket-chat","Log when a user disconnects","We are logging when users join but not when they leave the chat. Add a console log inside the 'disconnect' socket event listener. This helps monitor active connections.","enhancement","JavaScript","beginner","api","False","2024-12-28","6"
"81","ts-inventory-system","Add unit tests for addProduct","We need to ensure that the addProduct function correctly increments the total count. Create a simple test case using Vitest to verify this behavior. Check the existing tests for examples.","testing","TypeScript","beginner","testing","True","2025-01-15","3"
"84","express-session-auth","Fix broken logout redirect","The logout route currently redirects to /home but it should go to /login. This is causing confusion for users who think they are still logged in. Update the res.redirect call.","bug","JavaScript","beginner","api","True","2024-03-08","4"
"85","ts-weather-icons","Add missing icon for ""Drizzle""","The icon set is missing a visual for the drizzle weather state. We need to import the SVG file and add it to the icon mapping object in WeatherIcon.tsx. The SVG is already in the assets folder.","bug","TypeScript","beginner","frontend;ui","True","2024-11-30","1"
"86","js-fetch-lib","Add timeout parameter to fetch","Our custom fetch wrapper should support a timeout to prevent hanging requests. Use the AbortController API to implement a 10-second default timeout. This is a great introduction to modern JS APIs.","enhancement","JavaScript","beginner","api","True","2025-04-12","9"
"87","react-navbar-component","Make logo clickable","The brand logo in the navbar is currently just text. It should be wrapped in a Link component that points back to the homepage. This improves site navigation for users.","enhancement","JavaScript","beginner","frontend","False","2024-01-10","2"
"88","ts-todo-list","Implement ""Clear Completed"" button","Users want a way to delete all finished tasks at once. Add a button at the bottom of the list that filters the state to remove items where completed is true. Update the UI and the handler.","enhancement","TypeScript","beginner","frontend","True","2024-07-17","7"
"89","node-express-logging","Change log file extension","The logs are currently saved as .txt but should be .log for better compatibility with log viewers. Update the file naming logic in the winston configuration. It is a minor configuration change.","enhancement","JavaScript","beginner","devtools","True","2024-10-05","3"
"90","react-chart-js","Update chart colors to accessible palette","The current green and red colors are not colorblind-friendly. We should switch to a more accessible palette like blue and orange. Update the color constants in the Theme.js file.","ui","JavaScript","beginner","frontend;ui","True","2025-02-20","0"
"91","ts-auth-validator","Add min length check for passwords","The validator allows 1-character passwords which is a security risk. We should enforce a minimum length of 8 characters in the password validation function. Return a descriptive error message if it fails.","enhancement","TypeScript","beginner","api","True","2024-04-25","5"
"92","js-markdown-preview","Fix bold text rendering","The parser currently fails to render bold text if there are no spaces around the double asterisks. We need to adjust the regular expression in the parser.js file to be more flexible.","bug","JavaScript","beginner","web","True","2024-12-08","4"
"93","react-search-bar","Add placeholder text to input","The search bar is currently empty and might be confusing. Please add a default placeholder like ""Search for articles..."" to the input element. This is a very simple JSX change.","enhancement","JavaScript","beginner","frontend","True","2024-06-30","1"
"94","ts-graphql-api","Update README with query examples","New developers are struggling to write their first GraphQL query. We should add a section to the README with a few copy-pasteable examples for fetching users and posts. This will help with onboarding.","documentation","TypeScript","beginner","api","False","2024-02-14","3"
"95","node-file-uploader","Handle large file errors","The server crashes when a file larger than 5MB is uploaded. We need to catch the 'limit exceeded' error from the middleware and return a 413 status code instead of crashing. Test with a large dummy file.","bug","JavaScript","beginner","api","True","2024-08-11","8"
"96","react-dashboard-ts","Fix alignment of sidebar icons","The icons in the sidebar are not perfectly centered relative to the text labels. Adjust the CSS grid or flexbox settings in Sidebar.module.css to fix the vertical alignment. It looks off by a few pixels.","ui","TypeScript","beginner","frontend;ui","True","2025-05-10","2"
"97","js-string-utils","Add capitalizeFirstLetter function","We often need to capitalize just the first letter of a string for UI headings. Add a small utility function to strings.js that does this efficiently. Include a few basic unit tests.","enhancement","JavaScript","beginner","web","True","2024-01-05","4"
"99","express-static-files","Change default public folder","The app currently serves files from /assets but the standard is usually /public. Rename the directory and update the express.static middleware configuration. Check for any broken image links after.","enhancement","JavaScript","beginner","api","True","2024-03-29","3"
"100","react-modal-hooks","Fix memory leak in useEffect","The modal component is not cleaning up its event listener for the 'Escape' key. Add a return function to the useEffect hook to remove the event listener when the component unmounts. This prevents potential leaks.","bug","JavaScript","beginner","frontend","True","2024-11-15","5"
"102","node-api-docs","Fix broken link in Swagger UI","The link to the 'User' model in the documentation is broken. It seems the reference path in the swagger.yaml file is incorrect. Please update it to point to the right definition. This affects the API playground.","bug","JavaScript","beginner","documentation;api","False","2024-05-08","4"
"104","js-array-helpers","Implement shuffleArray function","We need a utility to randomly reorder elements in an array. Use the Fisher-Yates shuffle algorithm for better randomness. Add the function to arrays.js and export it.","enhancement","JavaScript","beginner","web","True","2024-07-12","3"
"105","express-helmet-security","Update CSP headers","The Content Security Policy is currently too restrictive and blocking our CDN images. We need to add 'https://www.google.com/search?q=cdn.example.com' to the img-src directive in the helmet config. This will fix the broken images on production.","bug","JavaScript","beginner","api","True","2024-10-18","6"
"106","ts-task-tracker","Sort tasks by date","The tasks are currently displayed in the order they were added. We should sort them so the most recent tasks appear at the top. Update the sorting logic in the TaskList component.","enhancement","TypeScript","beginner","frontend","True","2025-03-25","2"
"107","react-error-boundary","Custom error message for 404s","The global error boundary shows a generic message for everything. We should check the error status and show a specific ""Page Not Found"" message for 404 errors. This makes the app feel more polished.","enhancement","JavaScript","beginner","frontend","True","2024-02-19","5"
"108","node-json-db","Fix concurrent write bug","Two quick saves can sometimes overwrite each other because the file write isn't awaited properly. Ensure that the writeFileSync or await writeFile is correctly implemented in the save method. This is a critical but small fix.","bug","JavaScript","beginner","api","True","2024-08-28","9"
"109","ts-react-forms","Add email format validation","The email input only checks if the field is empty. Add a simple regex check to ensure the input follows a valid email format. This will reduce invalid data in our database.","enhancement","TypeScript","beginner","frontend","False","2024-04-14","3"
"110","cli-weather-app","Add color to temperature output","The terminal output is currently all white. Use the 'chalk' library to make the temperature red if it's hot and blue if it's cold. This makes the CLI tool much more readable.","ui","JavaScript","beginner","cli;ui","True","2024-11-03","2"
"111","react-calendar-widget","Fix offset on Monday start","The calendar grid is shifted by one day when the week is set to start on Monday. We need to adjust the calculation for the empty padding cells in the first row. Look at the CalendarGrid.tsx file.","bug","TypeScript","beginner","frontend","True","2025-05-28","4"
"112","js-password-validator","Check for at least one number","Passwords should be required to have at least one numeric digit. Update the validation logic to include this check and add a corresponding error message. This is part of our security hardening.","enhancement","JavaScript","beginner","web","True","2024-01-25","1"
"113","express-rate-limiter","Increase limit for login attempts","The current limit of 5 attempts per hour is too low for our testing environment. Increase it to 20 attempts in the development configuration file. This will prevent developers from getting locked out.","enhancement","JavaScript","beginner","api","True","2024-06-18","0"
"114","ts-blog-api","Add category field to Post model","Users want to categorize their blog posts. We need to add a 'category' string field to the Post schema and update the creation endpoint to accept this new property. Don't forget to update the types.","enhancement","TypeScript","beginner","api","True","2024-09-05","7"
"116","node-mailer-service","Add retry logic for failed emails","Sometimes the SMTP server is busy and the email fails on the first try. We should implement a simple retry mechanism that attempts to send the email up to 3 times before giving up. Use a small delay between tries.","enhancement","JavaScript","beginner","api","False","2024-03-05","10"
"117","ts-redux-toolkit","Refactor slices to separate files","Our store.ts file is getting too large because all slices are defined in one place. Move the counter and user slices into their own files within a 'features' folder. This improves project structure.","enhancement","TypeScript","beginner","frontend","True","2025-02-10","2"
"118","js-unit-tests","Add test for division by zero","We have a bug report for division by zero but no regression test. Add a new test case in math.test.js that asserts the function returns null when dividing by zero. This will prevent the bug from returning.","testing","JavaScript","beginner","testing","True","2024-07-30","1"
"119","react-lazy-load","Add placeholder for loading images","The page layout shifts when images finally load. We should use a gray div as a placeholder with the same dimensions as the image to reserve the space. Update the ImageComponent.tsx file.","enhancement","TypeScript","beginner","frontend","True","2024-10-22","4"
"120","express-user-api","Fix 500 error on duplicate email","Trying to register with an existing email throws a server error instead of a 400 Bad Request. Catch the database unique constraint violation and return a clean error message. This is located in the user controller.","bug","JavaScript","beginner","api","True","2024-05-01","6"
"121","ts-node-cli","Update help menu formatting","The help menu is currently misaligned because of tab vs space usage. Reformat the string to use consistent spacing so the commands and descriptions line up perfectly. It should look neat in the terminal.","ui","TypeScript","beginner","cli;ui","True","2025-04-20","0"
"123","js-date-formatter","Support 'DD-MM-YYYY' format","Our formatter currently only supports 'YYYY-MM-DD'. We need to add a new option to support the European date format. Update the switch statement in the format function.","enhancement","JavaScript","beginner","web","True","2024-02-22","3"
"124","ts-api-client","Fix type mismatch in Response","The API client is expecting an array but the server now returns an object with a 'data' property. Update the interface definition to match the new JSON structure. This will fix the build errors.","bug","TypeScript","beginner","api","False","2024-11-05","8"
"127","ts-sorting-visualizer","Fix bug in Bubble Sort logic","The bubble sort animation skips the last element in the array during the first pass. This results in an unsorted list. Check the loop boundaries in the bubbleSort.ts file.","bug","TypeScript","beginner","frontend;devtools","True","2024-09-28","7"
"129","express-health-check","Add database status to health","The /health endpoint only checks if the server is up. It should also attempt a simple DB query to ensure the connection is active. Return a 'db: healthy' status in the JSON response.","enhancement","JavaScript","beginner","api","True","2025-05-15","3"
"130","ts-library-manager","Fix return date calculation","The library system is calculating the due date as 13 days instead of 14. This is likely a 'less than' vs 'less than or equal to' error in the date helper. Please verify and fix the logic.","bug","TypeScript","beginner","web","False","2024-01-18","6"
"131","react-dark-mode","Save theme preference in cookie","We are currently using localStorage for the dark mode setting but it's not available server-side. Switching to a cookie will prevent the ""flash"" of white light on page load. Update the toggle function.","enhancement","JavaScript","beginner","frontend","True","2024-07-22","5"
"132","js-event-emitter","Add once method to emitter","Our custom event emitter is missing a way to trigger a listener only once. Implement the 'once' method which removes the listener immediately after it is called. This is a classic coding challenge.","enhancement","JavaScript","beginner","devtools","True","2024-10-10","2"
"133","ts-express-auth","Add logout route","The authentication system is missing a logout endpoint. It should clear the session cookie and redirect the user to the login page. This is a straightforward task in the auth controller.","enhancement","TypeScript","beginner","api","True","2025-02-05","4"
"134","react-pagination-demo","Fix disabled state for 'Previous' button","The 'Previous' button is still clickable when the user is on the first page. We need to set the disabled attribute to true when the currentPage is 1. This will prevent unnecessary API calls.","bug","JavaScript","beginner","frontend","True","2024-04-10","1"
"135","node-cli-colors","Add support for bold text","Our CLI logger only supports colors but not text styles. Add a flag or a new method to enable bold formatting using ANSI escape codes. This will help highlight important headers in the output.","enhancement","JavaScript","beginner","cli","True","2024-08-25","3"
"136","ts-todo-app","Fix double-click bug on items","Quickly double-clicking a todo item creates two identical edit inputs. We should add a check to see if the item is already in 'edit mode' before triggering the state change. This is in TodoItem.tsx.","bug","TypeScript","beginner","frontend","True","2024-11-12","2"
"137","react-video-player","Add volume slider","The video player only has a mute toggle but no way to adjust the volume. Add a range input that controls the volume property of the video element. Ensure it stays between 0 and 1.","enhancement","JavaScript","beginner","frontend;ui","True","2025-04-30","6"
"138","express-cors-fix","Allow requests from local dev port","The API is blocking requests from localhost:5173 which is the default for Vite. We need to update the CORS origin list to include this address so frontend devs can work locally.","bug","JavaScript","beginner","api","False","2024-02-25","9"
"139","ts-search-filter","Fix case-sensitive search","Searching for 'apple' does not find 'Apple'. We should convert both the search query and the item text to lowercase before comparing them. This will make the search much more user-friendly.","bug","TypeScript","beginner","frontend","True","2024-06-22","4"
"140","js-calculator-cli","Handle non-numeric inputs","The calculator crashes if a user types a letter instead of a number. Add a check using isNaN() to validate inputs and print a friendly ""Please enter a valid number"" message. This is in the input handler.","bug","JavaScript","beginner","cli","True","2024-12-18","1"
"141","react-profile-page","Add default avatar image","Users without an uploaded photo see a broken image icon. We should set a default 'placeholder.png' in the src attribute if the user's avatar URL is null or undefined. Check the ProfileHeader component.","enhancement","JavaScript","beginner","frontend;ui","True","2025-01-20","3"
"142","ts-graphql-client","Fix typing for useQuery hook","The useQuery hook is currently returning 'any' for the data object. We need to pass the correct Generic type to the hook so we get full autocomplete in our components. This will improve developer experience.","bug","TypeScript","beginner","frontend;api","True","2024-03-15","5"
"144","react-tabs-component","Fix active tab border color","The border under the active tab is gray instead of the brand's primary purple. Update the CSS class in the Tabs.css file to use the correct hex code. It's a small visual fix for brand consistency.","ui","JavaScript","beginner","frontend;ui","False","2024-10-25","1"
"146","go-crud-api","Add validation for user input in create handler","Currently the create endpoint accepts empty strings for username and email. We should add basic validation to ensure these fields are not empty and that email contains an @ symbol.","good first issue, beginner friendly","Go","beginner","api","True","2024-01-15","3"
"147","rust-cli-tool","Improve error message when config file is missing","The tool panics if the config file doesn't exist. We should display a user-friendly error message suggesting to run init command first.","help wanted, beginner friendly","Rust","beginner","cli","True","2024-02-10","2"
"148","spring-boot-api","Add pagination to GET /users endpoint","The endpoint returns all users at once which could cause performance issues. Implement pagination with default page size 20.","good first issue, easy","Java","beginner","api","True","2024-01-22","5"
"149","rails-blog-app","Fix broken link in navigation partial","The ""About"" link points to /about but the route is actually /about-us. Update the link in _navigation.html.erb.","bug, good first issue","Ruby","beginner","api","True","2024-03-05","1"
"151","go-gin-boilerplate","Update README with setup instructions","The README is missing steps for setting up the database connection. Add clear instructions for PostgreSQL setup.","documentation","Go","beginner","database","True","2024-01-30","0"
"152","rust-http-server","Handle trailing slashes in routes","Requests to /api/ currently 404 even though /api exists. We should normalize paths by stripping trailing slashes.","good first issue, bug","Rust","beginner","api","True","2024-03-12","4"
"153","maven-starter","Update dependency versions in pom.xml","Several dependencies are outdated. Update to latest stable versions and verify everything still compiles.","easy, help wanted","Java","beginner","devtools","True","2024-02-05","2"
"154","ruby-gem-template","Add CI workflow for Ruby 3.2","The GitHub Actions workflow doesn't test against Ruby 3.2. Add it to the matrix.","good first issue, beginner friendly","Ruby","beginner","automation","True","2024-01-19","6"
"155","cpp-calculator","Handle division by zero gracefully","The calculator crashes when dividing by zero. Add error handling to return appropriate error message.","bug, good first issue","C++","beginner","cli","True","2024-04-01","9"
