issue_id,repo_name,issue_title,issue_body,labels,language,difficulty,topics,is_open,created_at,comments_count,combined_text,combined_text_clean,difficulty_score
48,ts-cli-tool,Update help command output,The CLI output for the --help flag is missing the new version command. We need to append the version flag description to the console log. It should be a single line change in commands.ts.,enhancement,TypeScript,beginner,cli,True,2024-01-15,1,Update help command output The CLI output for the --help flag is missing the new version command. We need to append the version flag description to the console log. It should be a single line change in commands.ts. enhancement TypeScript cli,updat help command output cli output help flag miss new version command need append version flag descript consol log singl line chang command ts enhanc typescript cli,1
49,js-weather-dashboard,Change unit toggle button color,The toggle button for Celsius and Fahrenheit is currently gray and hard to see. It should be changed to a primary blue color for better visibility. Please update the CSS file in the components folder.,ui,JavaScript,beginner,frontend,True,2024-08-05,0,Change unit toggle button color The toggle button for Celsius and Fahrenheit is currently gray and hard to see. It should be changed to a primary blue color for better visibility. Please update the CSS file in the components folder. ui JavaScript frontend,chang unit toggl button color toggl button celsiu fahrenheit current gray hard see chang primari blue color better visibl pleas updat css file compon folder ui javascript frontend,1
51,discord-bot-ts,Add welcome message for new members,The bot should send a simple greeting when someone joins the server. Use the guildMemberAdd event to trigger a message in the general channel. This is perfect for learning event listeners.,enhancement,TypeScript,beginner,api,True,2025-01-10,3,Add welcome message for new members The bot should send a simple greeting when someone joins the server. Use the guildMemberAdd event to trigger a message in the general channel. This is perfect for learning event listeners. enhancement TypeScript api,add welcom messag new member bot send simpl greet someon join server use guildmemberadd event trigger messag gener channel perfect learn event listen enhanc typescript api,1
52,vue-shopping-cart,Fix broken image fallback,If a product image fails to load it shows a broken icon. We need to add an onError handler to the img tag to show a placeholder image instead. Look into the ProductCard.vue component.,bug,JavaScript,beginner,frontend;ui,True,2024-11-22,5,Fix broken image fallback If a product image fails to load it shows a broken icon. We need to add an onError handler to the img tag to show a placeholder image instead. Look into the ProductCard.vue component. bug JavaScript frontend;ui,fix broken imag fallback product imag fail load show broken icon need add onerror handler img tag show placehold imag instead look productcard vue compon bug javascript frontend ui,1
53,jest-test-suite,Add basic unit test for math utils,We are missing tests for the subtract and multiply functions in utils.js. Create a new test file and add simple assertions using Jest expect. This will help improve our code coverage.,testing,JavaScript,beginner,testing,True,2024-06-14,2,Add basic unit test for math utils We are missing tests for the subtract and multiply functions in utils.js. Create a new test file and add simple assertions using Jest expect. This will help improve our code coverage. testing JavaScript testing,add basic unit test math util miss test subtract multipli function util js creat new test file add simpl assert use jest expect help improv code coverag test javascript test,1
55,react-native-login,Center login button on small screens,The login button is shifted to the left on smaller device screens. We need to adjust the flexbox alignment in the styles object to center it properly. Test it on an emulated mobile device.,ui,TypeScript,beginner,mobile;ui,True,2025-05-18,6,Center login button on small screens The login button is shifted to the left on smaller device screens. We need to adjust the flexbox alignment in the styles object to center it properly. Test it on an emulated mobile device. ui TypeScript mobile;ui,center login button small screen login button shift left smaller devic screen need adjust flexbox align style object center properli test emul mobil devic ui typescript mobil ui,1
56,axios-wrapper-lib,Add error logging for 404 responses,When the API returns a 404 the console is currently silent. We should add a console.error statement inside the catch block to help developers debug. Only log the status code and message.,devtools,JavaScript,beginner,api,True,2024-09-09,4,Add error logging for 404 responses When the API returns a 404 the console is currently silent. We should add a console.error statement inside the catch block to help developers debug. Only log the status code and message. devtools JavaScript api,add error log 404 respons api return 404 consol current silent add consol error statement insid catch block help develop debug log statu code messag devtool javascript api,1
57,portfolio-site,Add hover effect to project cards,The project cards look static when the mouse moves over them. Adding a simple CSS scale transition or shadow would make the UI feel more interactive. Edit the styles.css file.,ui,JavaScript,beginner,frontend;ui,True,2024-12-01,0,Add hover effect to project cards The project cards look static when the mouse moves over them. Adding a simple CSS scale transition or shadow would make the UI feel more interactive. Edit the styles.css file. ui JavaScript frontend;ui,add hover effect project card project card look static mous move ad simpl css scale transit shadow would make ui feel interact edit style css file ui javascript frontend ui,1
58,typescript-math-lib,Implement IsEven helper function,We need a simple utility function that returns true if a number is even. The function should take a number as input and return a boolean. Make sure to export it from the main index.ts file.,enhancement,TypeScript,beginner,web,True,2024-07-25,2,Implement IsEven helper function We need a simple utility function that returns true if a number is even. The function should take a number as input and return a boolean. Make sure to export it from the main index.ts file. enhancement TypeScript web,implement iseven helper function need simpl util function return true number even function take number input return boolean make sure export main index ts file enhanc typescript web,1
59,express-middleware-log,Include timestamp in log output,The current logger only prints the method and URL. It would be helpful to include the current date and time in ISO format for each request. Modify the logger middleware function.,enhancement,JavaScript,beginner,api,True,2025-02-14,5,Include timestamp in log output The current logger only prints the method and URL. It would be helpful to include the current date and time in ISO format for each request. Modify the logger middleware function. enhancement JavaScript api,includ timestamp log output current logger print method url would help includ current date time iso format request modifi logger middlewar function enhanc javascript api,1
60,react-modal-lib,Fix z-index of overlay,The modal overlay is currently appearing behind the navigation bar on some pages. Increasing the z-index in the CSS module should resolve this layout issue. Verify the fix on the demo page.,bug,TypeScript,beginner,frontend;ui,True,2024-10-30,3,Fix z-index of overlay The modal overlay is currently appearing behind the navigation bar on some pages. Increasing the z-index in the CSS module should resolve this layout issue. Verify the fix on the demo page. bug TypeScript frontend;ui,fix z index overlay modal overlay current appear behind navig bar page increas z index css modul resolv layout issu verifi fix demo page bug typescript frontend ui,1
62,cli-task-manager,Add confirmation prompt before delete,The app currently deletes tasks immediately without asking. We should add a simple y/n prompt using the readline module to prevent accidental deletions. Look at the delete command logic.,enhancement,JavaScript,beginner,cli,True,2024-05-12,4,Add confirmation prompt before delete The app currently deletes tasks immediately without asking. We should add a simple y/n prompt using the readline module to prevent accidental deletions. Look at the delete command logic. enhancement JavaScript cli,add confirm prompt delet app current delet task immedi without ask add simpl n prompt use readlin modul prevent accident delet look delet command logic enhanc javascript cli,1
63,ts-utils-pack,Update contributing guide,The CONTRIBUTING.md file is outdated and mentions an old build command. Please update it to reflect the move from npm to pnpm. This is important for new contributors.,documentation,TypeScript,beginner,devtools,True,2025-04-05,1,Update contributing guide The CONTRIBUTING.md file is outdated and mentions an old build command. Please update it to reflect the move from npm to pnpm. This is important for new contributors. documentation TypeScript devtools,updat contribut guid contribut md file outdat mention old build command pleas updat reflect move npm pnpm import new contributor document typescript devtool,1
64,frontend-mentor-challenge,Fix mobile navigation toggle,The hamburger menu does not close when a link is clicked. We need to add an onClick handler to the menu links that sets the isOpen state to false. This affects the mobile view only.,bug,JavaScript,beginner,frontend;mobile,True,2024-06-28,9,Fix mobile navigation toggle The hamburger menu does not close when a link is clicked. We need to add an onClick handler to the menu links that sets the isOpen state to false. This affects the mobile view only. bug JavaScript frontend;mobile,fix mobil navig toggl hamburg menu close link click need add onclick handler menu link set isopen state fals affect mobil view bug javascript frontend mobil,1
65,node-cron-jobs,Fix typo in log message,"The success message for the daily backup job says ""Back up completed"" instead of ""Backup completed"". Search for the string in the cron job controller. It is a one-word change.",bug,JavaScript,beginner,api,True,2024-01-22,0,"Fix typo in log message The success message for the daily backup job says ""Back up completed"" instead of ""Backup completed"". Search for the string in the cron job controller. It is a one-word change. bug JavaScript api",fix typo log messag success messag daili backup job say back complet instead backup complet search string cron job control one word chang bug javascript api,1
66,react-context-demo,Add comments to Context provider,The state management logic in AppContext.js is a bit hard to follow for beginners. Please add inline comments explaining the useReducer setup and the provider value. This will help with onboarding.,documentation,JavaScript,beginner,frontend,True,2024-08-19,2,Add comments to Context provider The state management logic in AppContext.js is a bit hard to follow for beginners. Please add inline comments explaining the useReducer setup and the provider value. This will help with onboarding. documentation JavaScript frontend,add comment context provid state manag logic appcontext js bit hard follow beginn pleas add inlin comment explain usereduc setup provid valu help onboard document javascript frontend,1
67,typescript-knex-api,Add limit to search results,The search endpoint currently returns all matching records which could be hundreds. We should add a default limit of 20 results per query. Update the query builder logic in the service layer.,enhancement,TypeScript,beginner,api,True,2024-12-15,6,Add limit to search results The search endpoint currently returns all matching records which could be hundreds. We should add a default limit of 20 results per query. Update the query builder logic in the service layer. enhancement TypeScript api,add limit search result search endpoint current return match record could hundr add default limit 20 result per queri updat queri builder logic servic layer enhanc typescript api,1
68,electron-editor,Add keyboard shortcut for Save,Users have requested a Ctrl+S or Cmd+S shortcut to save files. We need to register this accelerator in the main process menu template. Check the electron documentation for accelerators.,enhancement,JavaScript,beginner,devtools,True,2025-03-10,12,Add keyboard shortcut for Save Users have requested a Ctrl+S or Cmd+S shortcut to save files. We need to register this accelerator in the main process menu template. Check the electron documentation for accelerators. enhancement JavaScript devtools,add keyboard shortcut save user request ctrl cmd shortcut save file need regist acceler main process menu templat check electron document acceler enhanc javascript devtool,1
70,graphql-server-ts,Define missing User type field,The User type in the schema is missing the 'bio' field which is already present in the database. Update the .graphql schema file to include this optional string field. Then regenerate the types.,enhancement,TypeScript,beginner,api,True,2024-09-30,3,Define missing User type field The User type in the schema is missing the 'bio' field which is already present in the database. Update the .graphql schema file to include this optional string field. Then regenerate the types. enhancement TypeScript api,defin miss user type field user type schema miss bio field alreadi present databas updat graphql schema file includ option string field regener type enhanc typescript api,1
71,js-game-engine,Increase player movement speed,The default movement speed feels a bit sluggish during testing. We should increase the SPEED constant from 5 to 8 in the Player.js file. This will make the gameplay feel more responsive.,enhancement,JavaScript,beginner,frontend,True,2024-07-04,1,Increase player movement speed The default movement speed feels a bit sluggish during testing. We should increase the SPEED constant from 5 to 8 in the Player.js file. This will make the gameplay feel more responsive. enhancement JavaScript frontend,increas player movement speed default movement speed feel bit sluggish test increas speed constant 5 8 player js file make gameplay feel respons enhanc javascript frontend,1
72,react-hook-form-example,Add required validation to Name field,The name input in the contact form currently allows empty submissions. We need to add the required: true validation rule to the register function call. Also show a small red error message.,bug,JavaScript,beginner,frontend,True,2024-11-08,5,Add required validation to Name field The name input in the contact form currently allows empty submissions. We need to add the required: true validation rule to the register function call. Also show a small red error message. bug JavaScript frontend,add requir valid name field name input contact form current allow empti submiss need add requir true valid rule regist function call also show small red error messag bug javascript frontend,1
73,ts-node-docker,Add healthcheck to Dockerfile,We need a basic healthcheck instruction in our Dockerfile to monitor the container status. It can be a simple curl command to the /ping endpoint. This improves our deployment reliability.,enhancement,TypeScript,beginner,devtools,True,2025-05-02,2,Add healthcheck to Dockerfile We need a basic healthcheck instruction in our Dockerfile to monitor the container status. It can be a simple curl command to the /ping endpoint. This improves our deployment reliability. enhancement TypeScript devtools,add healthcheck dockerfil need basic healthcheck instruct dockerfil monitor contain statu simpl curl command ping endpoint improv deploy reliabl enhanc typescript devtool,1
75,pwa-starter-kit,Update manifest background color,The splash screen color in manifest.json does not match our new branding. Please change the background_color hex code to #3f51b5. This ensures a consistent look on mobile devices.,ui,JavaScript,beginner,mobile;ui,True,2024-10-12,0,Update manifest background color The splash screen color in manifest.json does not match our new branding. Please change the background_color hex code to #3f51b5. This ensures a consistent look on mobile devices. ui JavaScript mobile;ui,updat manifest background color splash screen color manifest json match new brand pleas chang background color hex code 3f51b5 ensur consist look mobil devic ui javascript mobil ui,1
76,typescript-express-starter,Rename variables for clarity,The variables 'a' and 'b' in the middleware are confusing. They should be renamed to 'requestStartTime' and 'requestEndTime' to be more descriptive. This is purely a code cleanup task.,enhancement,TypeScript,beginner,api,True,2024-01-30,3,Rename variables for clarity The variables 'a' and 'b' in the middleware are confusing. They should be renamed to 'requestStartTime' and 'requestEndTime' to be more descriptive. This is purely a code cleanup task. enhancement TypeScript api,renam variabl clariti variabl b middlewar confus renam requeststarttim requestendtim descript pure code cleanup task enhanc typescript api,1
77,unit-converter-ts,Add Miles to Kilometers conversion,We currently only support Celsius and Fahrenheit. Let's expand the utility to include distance conversion between miles and km. Add a new function in converter.ts with the correct formula.,enhancement,TypeScript,beginner,web,True,2024-06-05,4,Add Miles to Kilometers conversion We currently only support Celsius and Fahrenheit. Let's expand the utility to include distance conversion between miles and km. Add a new function in converter.ts with the correct formula. enhancement TypeScript web,add mile kilomet convers current support celsiu fahrenheit let expand util includ distanc convers mile km add new function convert ts correct formula enhanc typescript web,1
78,react-table-component,Add padding to header cells,The table headers look cramped because the text is touching the borders. Adding 10px of horizontal padding to the th elements in the CSS file will fix this. It will improve overall readability.,ui,JavaScript,beginner,frontend;ui,True,2024-08-22,1,Add padding to header cells The table headers look cramped because the text is touching the borders. Adding 10px of horizontal padding to the th elements in the CSS file will fix this. It will improve overall readability. ui JavaScript frontend;ui,add pad header cell tabl header look cramp text touch border ad 10px horizont pad th element css file fix improv overal readabl ui javascript frontend ui,1
79,api-test-helper,Fix typo in error message,"The helper throws an error saying ""Unauthorizied"" when a token is missing. It should be spelled ""Unauthorized"". Look for this string in the auth-helper.js file.",bug,JavaScript,beginner,testing,True,2024-02-05,2,"Fix typo in error message The helper throws an error saying ""Unauthorizied"" when a token is missing. It should be spelled ""Unauthorized"". Look for this string in the auth-helper.js file. bug JavaScript testing",fix typo error messag helper throw error say unauthorizi token miss spell unauthor look string auth helper js file bug javascript test,1
81,ts-inventory-system,Add unit tests for addProduct,We need to ensure that the addProduct function correctly increments the total count. Create a simple test case using Vitest to verify this behavior. Check the existing tests for examples.,testing,TypeScript,beginner,testing,True,2025-01-15,3,Add unit tests for addProduct We need to ensure that the addProduct function correctly increments the total count. Create a simple test case using Vitest to verify this behavior. Check the existing tests for examples. testing TypeScript testing,add unit test addproduct need ensur addproduct function correctli increment total count creat simpl test case use vitest verifi behavior check exist test exampl test typescript test,1
84,express-session-auth,Fix broken logout redirect,The logout route currently redirects to /home but it should go to /login. This is causing confusion for users who think they are still logged in. Update the res.redirect call.,bug,JavaScript,beginner,api,True,2024-03-08,4,Fix broken logout redirect The logout route currently redirects to /home but it should go to /login. This is causing confusion for users who think they are still logged in. Update the res.redirect call. bug JavaScript api,fix broken logout redirect logout rout current redirect home go login caus confus user think still log updat re redirect call bug javascript api,1
85,ts-weather-icons,"Add missing icon for ""Drizzle""",The icon set is missing a visual for the drizzle weather state. We need to import the SVG file and add it to the icon mapping object in WeatherIcon.tsx. The SVG is already in the assets folder.,bug,TypeScript,beginner,frontend;ui,True,2024-11-30,1,"Add missing icon for ""Drizzle"" The icon set is missing a visual for the drizzle weather state. We need to import the SVG file and add it to the icon mapping object in WeatherIcon.tsx. The SVG is already in the assets folder. bug TypeScript frontend;ui",add miss icon drizzl icon set miss visual drizzl weather state need import svg file add icon map object weathericon tsx svg alreadi asset folder bug typescript frontend ui,1
86,js-fetch-lib,Add timeout parameter to fetch,Our custom fetch wrapper should support a timeout to prevent hanging requests. Use the AbortController API to implement a 10-second default timeout. This is a great introduction to modern JS APIs.,enhancement,JavaScript,beginner,api,True,2025-04-12,9,Add timeout parameter to fetch Our custom fetch wrapper should support a timeout to prevent hanging requests. Use the AbortController API to implement a 10-second default timeout. This is a great introduction to modern JS APIs. enhancement JavaScript api,add timeout paramet fetch custom fetch wrapper support timeout prevent hang request use abortcontrol api implement 10 second default timeout great introduct modern js api enhanc javascript api,1
88,ts-todo-list,"Implement ""Clear Completed"" button",Users want a way to delete all finished tasks at once. Add a button at the bottom of the list that filters the state to remove items where completed is true. Update the UI and the handler.,enhancement,TypeScript,beginner,frontend,True,2024-07-17,7,"Implement ""Clear Completed"" button Users want a way to delete all finished tasks at once. Add a button at the bottom of the list that filters the state to remove items where completed is true. Update the UI and the handler. enhancement TypeScript frontend",implement clear complet button user want way delet finish task add button bottom list filter state remov item complet true updat ui handler enhanc typescript frontend,1
89,node-express-logging,Change log file extension,The logs are currently saved as .txt but should be .log for better compatibility with log viewers. Update the file naming logic in the winston configuration. It is a minor configuration change.,enhancement,JavaScript,beginner,devtools,True,2024-10-05,3,Change log file extension The logs are currently saved as .txt but should be .log for better compatibility with log viewers. Update the file naming logic in the winston configuration. It is a minor configuration change. enhancement JavaScript devtools,chang log file extens log current save txt log better compat log viewer updat file name logic winston configur minor configur chang enhanc javascript devtool,1
